Project #,Request Status,Queue Date,Withdrawn Date,Done Date,Appl In Service Date,Transmission Owner,County,State,County FIPS Code,Study Cycle,Study Group,Study Phase,Service Type,POI Name,Summer MW,Winter MW,Fuel,Generating Facility,Post GIA Status,Negotiated In Service Date,Decision Point 1 ERIS MW,Decision Point 1 NRIS MW,Decision Point 2 ERIS MW,Decision Point 2 NRIS MW
G485,Withdrawn,11/24/04,1/4/05,1/4/05,,American Transmission Co. LLC,Dodge County,WI,55027,,,,NRIS,S. Fond du Lac - Butternut,60,60,Wind,WT Wind Turbine,Not Started,1/1/09,0,0,0,0
G488,Withdrawn,12/29/04,12/8/05,12/8/05,,ITC Midwest,Cottonwood County,MN,27033,,,,NRIS,Unknown,20,20,Wind,WT Wind Turbine,Not Started,6/1/13,0,0,0,0
G491,Withdrawn,12/29/04,12/4/13,8/28/07,12/31/14,Northern States Power (Xcel Energy),Pipestone County,MN,27117,,,Network Upgrade,ERIS,Chanarambie Substation,100,100,Wind,WT Wind Turbine,Withdrawn,5/1/10,0,0,0,0
L009,Done,1/14/05,,,,ITC Midwest,Jackson County,MN,27063,,,,ERIS,Unknown,-11,-11,,,Not Started,1/1/05,0,0,0,0
G489,Withdrawn,1/19/05,8/4/09,8/4/09,,Northern States Power (Xcel Energy),Lyon County,MN,27083,Pre-Transition SIS,,Network Upgrade,NRIS,Lake Yankton - Lyon County 115kV,20,20,Wind,WT Wind Turbine,Not Started,9/30/05,0,0,0,0
G492,Done,2/4/05,,6/6/05,10/31/05,Northern States Power (Xcel Energy),Murray County,MN,27101,,,,ERIS,Southridge Substation - SRD 211,5,5,Wind,WT Wind Turbine,In Service,12/1/05,0,0,0,0
G493,Withdrawn,2/7/05,8/24/05,8/24/05,,"Michigan Electric Transmission Company, LLC",Van Buren County,MI,26159,,,,NRIS,Unknown,1221,1221,,,Not Started,10/1/06,0,0,0,0
G494,Withdrawn,2/9/05,7/1/05,7/1/05,,-- No Company --,Martin County,MN,27091,,,,ERIS,Unknown,20,20,Wind,WT Wind Turbine,Not Started,10/31/05,0,0,0,0
G495,Done,2/10/05,,11/13/07,5/31/12,Ameren Illinois,Washington County,IL,17189,,G495,Optional,NRIS,Prairie State,150,150,Coal,"ST Steam Turbine (including nuclear, geothermal and solar steam, excluding combined-cycle)",In Service,10/1/06,0,0,0,0
G496,Withdrawn,2/11/05,8/24/05,8/24/05,,Northern States Power (Xcel Energy),Goodhue County,MN,27049,,,,NRIS,Unknown,11.55,11.55,Wind,WT Wind Turbine,Not Started,,0,0,0,0
G498,Withdrawn,2/14/05,7/19/06,7/19/06,,-- No Company --,Richland County,OH,39139,,,,ERIS,Unknown,1.1,1.1,Gas,,Not Started,12/31/05,0,0,0,0
G500,Withdrawn,2/18/05,8/1/05,8/1/05,,Ameren Illinois,Shelby County,IL,17173,,,,NRIS,Holland Plant,710,710,Combined Cycle,,Not Started,2/12/05,0,0,0,0
G499,Withdrawn,2/22/05,6/21/05,6/21/05,,ITC Midwest,Story County,IA,19169,,,,NRIS,Fernald - Marshalltown 115kV,109.5,109.5,Wind,WT Wind Turbine,Not Started,8/1/06,0,0,0,0
G501,Withdrawn,3/11/05,4/29/05,4/29/05,,-- No Company --,McLean County,IL,17113,,,,,Unknown,79.19,79.19,Wind,WT Wind Turbine,Not Started,5/30/06,0,0,0,0
G506,Withdrawn,3/11/05,11/1/05,11/1/05,,American Transmission Co. LLC,Monroe County,WI,55081,,,Feasibility,NRIS,Sparta - Oakdale 138kV,100,100,Wind,WT Wind Turbine,Not Started,10/30/07,0,0,0,0
G507,Done,3/11/05,,2/1/07,,Wisconsin Public Service Corporation,Fond du Lac County,WI,55039,G507,G507,Network Upgrade,ERIS,"Near intersection of 138kV line X-2 (OHM-MUR), 345kV line W-1 (SFL-EDG), and 345kV line 971L51 (FJT-ADN)",68,68,Wind,WT Wind Turbine,In Service,11/1/05,0,0,0,0
G502,Done,3/14/05,,4/20/06,,"Minnesota Power (Allete, Inc.)",Oliver County,ND,38065,G502,G502,Network Upgrade,NRIS,Milton S Young Station #2 Switchyard Center Bus Substation,50,50,Wind,WT Wind Turbine,In Service,5/1/07,0,0,0,0
G503,Done,3/14/05,,1/8/08,,ITC Transmission,Huron County,MI,26063,,,Network Upgrade,NRIS,Sanduskey - Wyatt 120 kV,158,158,Wind,WT Wind Turbine,In Service,10/1/08,0,0,0,0
G504,Withdrawn,3/14/05,8/7/06,8/7/06,,ITC Transmission,Sanilac County,MI,26151,,,SPA - SIS,NRIS,ITCT  Sandusky - Lee 120kV,158,158,Wind,WT Wind Turbine,Not Started,9/9/05,0,0,0,0
G505,Withdrawn,3/16/05,8/1/05,8/1/05,,Ameren Illinois,Williamson County,IL,17199,,,,NRIS,East/West Frankfort Substation,150,150,Coal,,Not Started,,0,0,0,0
G508,Withdrawn,3/16/05,10/13/05,10/13/05,,-- No Company --,Ballard County,KY,21007,,,,ERIS,Unknown,15,15,Biomass,,Not Started,11/30/06,0,0,0,0
G509,Withdrawn,3/18/05,6/22/06,6/22/06,,"Minnesota Power (Allete, Inc.)",St. Louis County,MN,27137,,,SPA - SIS,NRIS,"MP's #34 (115kV) line, approx 2-4 miles NW of Project Site",75,75,Wind,WT Wind Turbine,Not Started,12/31/06,0,0,0,0
G510,Done,3/18/05,,8/31/06,,Wisconsin Electric Power Company,Ozaukee County,WI,55089,,,SPA - SIS,ERIS,"Port Washington, WI",90,90,Gas,Combined Cycle,In Service,12/31/05,0,0,0,0
G511,Withdrawn,3/21/05,5/12/05,5/12/05,,ITC Transmission,Huron County,MI,26063,,,,NRIS,Unknown,100,100,Wind,WT Wind Turbine,Not Started,8/1/06,0,0,0,0
L010,Done,4/1/05,,,,"Michigan Electric Transmission Company, LLC",,MI,#N/A,,,,ERIS,Unknown,-8,-8,,,Not Started,4/1/05,0,0,0,0
G512,Withdrawn,4/15/05,9/7/06,9/7/06,,Ameren Illinois,Ford County,IL,17053,,,SPA - SIS,NRIS,Gibson City South 138 kV Substation,70,70,Gas,,Not Started,7/1/05,0,0,0,0
G513,Done,4/15/05,,12/28/09,9/1/11,"Michigan Electric Transmission Company, LLC",Oceana County,MI,26127,,,Feasibility,NRIS,METC White Lake 138kV Substation,100,100,Wind,WT Wind Turbine,Withdrawn,10/30/06,0,0,0,0
G514,Done,4/20/05,,5/20/09,11/11/11,Northern States Power (Xcel Energy),Jackson County,MN,27063,,,Network Upgrade,ERIS,Lakefield Station via Trimont G263 Interconnect,150,150,Wind,WT Wind Turbine,In Service,12/31/06,0,0,0,0
G515,Done,4/21/05,,8/6/07,,Ameren Illinois,Tazewell County,IL,17179,,,Network Upgrade,NRIS,Ameren Mason - Tazewell 138kV,100,100,Wind,WT Wind Turbine,In Service,10/1/07,0,0,0,0
G516,Withdrawn,4/29/05,6/27/05,6/27/05,,Northern States Power (Xcel Energy),Nobles County,MN,27105,,,,ERIS,Unknown,6,6,Wind,WT Wind Turbine,Not Started,6/1/06,0,0,0,0
G518,Done,5/2/05,,9/27/06,,ITC Midwest,Jackson County,MN,27063,,GS4,Network Upgrade,ERIS,Miloma - Round Lake 69 kV,8,8,Wind,WT Wind Turbine,In Service,10/1/07,0,0,0,0
G519,Withdrawn,5/19/05,5/7/13,12/10/07,7/31/12,"Minnesota Power (Allete, Inc.)",Itasca County,MN,27061,,,Optional,NRIS,Blackberry 230/115kV Substation,600,600,Coal,,Withdrawn,10/1/06,0,0,0,0
G520,Withdrawn,5/20/05,6/8/15,12/6/07,8/31/17,Northern States Power (Xcel Energy),Lyon County,MN,27083,,,Network Upgrade,ERIS,Lake Yankton - Lyon County 115kV,150,150,Wind,WT Wind Turbine,Withdrawn,11/1/06,0,0,0,0
G521,Done,5/27/05,,3/10/06,,FirstEnergy Solutions Corp.,Ottawa County,OH,39123,,,SPA - SIS,NRIS,FE Davis Besse 345 Substation,30,30,Nuclear,Nuclear,In Service,12/1/10,0,0,0,0
G522,Withdrawn,5/31/05,4/6/06,4/6/06,,American Transmission Co. LLC,Portage County,WI,55097,,,,NRIS,Unknown,550,550,Coal,,Not Started,12/1/05,0,0,0,0
G523,Withdrawn,5/31/05,4/10/06,4/10/06,,American Transmission Co. LLC,Marathon County,WI,55073,,,SPA - SIS,NRIS,Weston Generating Station,550,550,Coal,,Not Started,4/6/06,0,0,0,0
G524,Withdrawn,6/2/05,11/1/05,11/1/05,,-- No Company --,Brown County,WI,55009,,,,NRIS,Pulliam Generating Station,600,600,Gas,,Not Started,11/1/08,0,0,0,0
G526,Done,6/6/05,,7/3/07,,ITC Transmission,Huron County,MI,26063,,,Network Upgrade,NRIS,Cosmo Tap - Bad Axe - Arrowhead 120kV,52,52,Wind,WT Wind Turbine,In Service,5/1/10,0,0,0,0
G527,Done,6/9/05,,3/2/09,,American Transmission Co. LLC,Grant County,WI,55043,,,Network Upgrade,NRIS,Nelson-Dewey Generating Station Sub,280,280,Coal,Combined Cycle,Withdrawn,12/31/06,0,0,0,0
G528,Withdrawn,6/9/05,5/19/06,5/19/06,,American Transmission Co. LLC,Columbia County,WI,55021,,,Feasibility,NRIS,Columbia Energy Center Substation,550,550,Coal,,Not Started,6/1/11,0,0,0,0
G530,Done,6/15/05,,11/14/06,,ITC Midwest,Greene County,IA,19073,G530,G530,Network Upgrade,NRIS,Jefferson - Grand Junction 34.5 kV,14,14,Wind,WT Wind Turbine,In Service,10/15/06,0,0,0,0
G529,Withdrawn,6/17/05,8/29/05,8/29/05,,Ameren Illinois,Williamson County,IL,17199,,,,NRIS,East-West Frankfort Substation,650,650,Coal,,Not Started,6/1/11,0,0,0,0
G531,Withdrawn,7/1/05,6/29/15,7/15/09,4/1/12,Great River Energy,Mercer County,ND,38057,,,Network Upgrade,NRIS,GRE Stanton Station,68,68,Coal,"ST Steam Turbine (including nuclear, geothermal and solar steam,",Withdrawn,6/1/11,0,0,0,0
G532,Done,7/6/05,,2/15/07,,ITC Midwest,Cottonwood County,MN,27033,G532,G532,Network Upgrade,ERIS,Odin 69 kV,20,20,Wind,WT Wind Turbine,In Service,9/1/06,0,0,0,0
G534,Withdrawn,7/8/05,8/30/05,8/30/05,,ITC Midwest,Hancock County,IA,19081,,,,NRIS,Unknown,4.94,4.94,Wind,WT Wind Turbine,Not Started,10/1/11,0,0,0,0
G535,Done,7/15/05,,12/21/06,,Ameren Illinois,Fulton County,IL,17057,G535,G535,SPA - SIS,NRIS,Duck Creek Power Station,16,16,Coal,"ST Steam Turbine (including nuclear, geothermal and solar steam, excluding combined-cycle)",In Service,8/1/08,0,0,0,0
G536,Done,7/20/05,,9/13/06,,ITC Midwest,Jackson County,MN,27063,G536,G536,Network Upgrade,ERIS,W. Lakefield Tap 69 kV bus,20,20,Wind,WT Wind Turbine,In Service,4/1/09,0,0,0,0
G537,Withdrawn,7/23/05,9/29/06,9/29/06,,Ameren Illinois,Iroquois County,IL,17075,,,Feasibility,NRIS,Watseka - Goodland 138 kV,100,100,Wind,WT Wind Turbine,Not Started,10/1/06,0,0,0,0
G538,Done,8/8/05,,10/20/08,9/30/08,ITC Midwest,Dickinson County,IA,19059,,G538,Network Upgrade,NRIS,Lakefield Junction - Triboji 161kV,50,50,Wind,WT Wind Turbine,In Service,4/25/07,0,0,0,0
G539,Withdrawn,8/15/05,10/13/05,10/13/05,,-- No Company --,Bracken County,KY,21023,,,,NRIS,2 miles south of Meldahl Dam at existing 138 kV KU line.,80,80,Hydro,,Not Started,9/30/07,0,0,0,0
G540,Done,9/1/05,,12/15/08,,ITC Midwest,Worth County,IA,19195,,CS5,DPP - SIS,NRIS,Adams - Lime Creek 161 kV,80,80,Wind,WT Wind Turbine,In Service,11/1/07,0,0,0,0
G541,Done,9/2/05,,1/13/06,,FirstEnergy Solutions Corp.,Beaver County,PA,42007,,,,NRIS,FE Mansfield Unit One,50,50,Coal,"ST Steam Turbine (including nuclear, geothermal and solar steam,",In Service,10/1/06,0,0,0,0
G542,Done,9/2/05,,1/13/06,,FirstEnergy Solutions Corp.,Beaver County,PA,42007,,,,NRIS,FE Mansfield Two,50,50,Coal,"ST Steam Turbine (including nuclear, geothermal and solar steam,",Withdrawn,4/1/08,0,0,0,0
G543,Done,9/2/05,,1/13/06,,FirstEnergy Solutions Corp.,Beaver County,PA,42007,,,,NRIS,FE Mansfield Three,50,50,Coal,"ST Steam Turbine (including nuclear, geothermal and solar steam,",In Service,12/1/05,0,0,0,0
G544,Withdrawn,9/6/05,5/4/09,5/4/09,,Ameren Illinois,Henry County,IL,17073,,CIGS II,Network Upgrade,NRIS,East Kewanee 138 kV Substation,200,200,Wind,WT Wind Turbine,Not Started,10/1/06,0,0,0,0
G545,Done,9/7/05,,1/8/10,12/31/12,Ameren Illinois,Henry County,IL,17073,Pre-Transition SIS,CIGS II,Network Upgrade,NRIS,East Kewanee 138 kV Substation,200,200,Wind,WT Wind Turbine,In Service,12/31/07,0,0,0,0
G546,Done,9/10/05,,7/9/07,,Wisconsin Electric Power Company,Walworth County,WI,55127,G546,G546,Network Upgrade,NRIS,Sugar Creek 138 kV Substation,100,100,Wind,WT Wind Turbine,Withdrawn,10/1/06,0,0,0,0
G547,Done,9/17/05,,4/26/07,,Ameren Missouri,Miller County,MO,29131,,,SPA - SIS,NRIS,Osage Switchyard,15,15,Hydro,HY Hydraulic Turbine (including turnbines associated with delive,In Service,12/1/05,0,0,0,0
G548,Done,9/17/05,,12/15/08,,ITC Midwest,Worth County,IA,19195,,CS5,DPP - SIS,NRIS,Barton 161kV Substation,80,80,Wind,WT Wind Turbine,In Service,12/1/07,0,0,0,0
R23,Done,9/17/05,,11/12/10,5/5/12,MidAmerican Energy Company,Crawford County,IA,19047,,,,NRIS,Monona - Carroll 161 kV,100,100,Wind,WT Wind Turbine,In Service,,0,0,0,0
G549,Withdrawn,9/21/05,6/26/18,3/13/12,12/31/18,Great River Energy,Pope County,MN,27121,Pre-Transition SIS,CS5,DPP - SIS,NRIS,Next to Williams Substation (69 kV),20,20,Wind,WT Wind Turbine,Withdrawn,12/1/08,0,0,0,0
G550,Done,9/24/05,,10/25/06,,Wisconsin Electric Power Company,Jefferson County,WI,55055,G550,G550,Network Upgrade,NRIS,Concord Generating Station,24,24,Gas,CT Combustion Turbine (Simple Cycle),In Service,12/31/06,0,0,0,0
G551,Done,9/27/05,,12/23/09,12/1/09,ITC Midwest,Howard County,IA,19089,,CS5,DPP - SIS,NRIS,Rice 161 kV,99,99,Wind,WT Wind Turbine,In Service,12/15/06,0,0,0,0
G552,Withdrawn,9/28/05,4/6/10,4/6/10,,ITC Midwest,Emmet County,IA,19063,,,SPA - SIS,NRIS,Maple Hill Substation 69 kV,50,50,Wind,WT Wind Turbine,Not Started,6/1/06,0,0,0,0
G553,Done,9/30/05,,3/2/09,,American Transmission Co. LLC,Columbia County,WI,55021,G553,G553,Network Upgrade,NRIS,Columbia Energy Center sub,280,280,Coal,Combined Cycle,Withdrawn,9/1/07,0,0,0,0
G554,Withdrawn,10/24/05,1/9/06,1/9/06,,-- No Company --,Palo Alto County,IA,19147,,,,NRIS,TBD (likely ALTW line),100,100,Wind,WT Wind Turbine,Not Started,12/1/07,0,0,0,0
G555,Withdrawn,10/24/05,3/8/12,3/8/12,,Otter Tail Power Company,Stevens County,MN,27149,Pre-Transition SIS,CS5,DPP - SIS,NRIS,Morris - Grand County 115 kV,100,100,Wind,WT Wind Turbine,Not Started,8/1/06,0,0,0,0
G561,Withdrawn,10/31/05,3/22/06,3/22/06,,Ameren Illinois,Bureau County,IL,17011,,,,NRIS,Princeton 138 kV Substation,210,210,Wind,WT Wind Turbine,Not Started,4/1/07,0,0,0,0
G562,Done,11/1/05,,9/29/06,,Northern States Power (Xcel Energy),Eau Claire County,WI,55035,G562,G562,SPA - SIS,ERIS,Dells Hydro Plant,1,1,Hydro,OT Other,In Service,10/1/07,0,0,0,0
G563,Done,11/1/05,,9/29/06,,Northern States Power (Xcel Energy),Eau Claire County,WI,55035,G563,G563,SPA - SIS,ERIS,Dells Hydro Plant,3,3,Hydro,OT Other,In Service,12/31/07,0,0,0,0
G564,Done,11/1/05,,9/29/06,,Northern States Power (Xcel Energy),Eau Claire County,WI,55035,G564,G564,SPA - SIS,ERIS,Dells Hydro Plant,3,3,Hydro,OT Other,In Service,6/1/07,0,0,0,0
G565,Withdrawn,11/4/05,9/27/06,9/27/06,,"Michigan Electric Transmission Company, LLC",Huron County,MI,26063,,,Feasibility,ERIS,Existing 120 kV line near Rapson Rd and Minden Rd.,60,60,Wind,WT Wind Turbine,Not Started,11/1/07,0,0,0,0
G566,Done,11/7/05,,4/9/07,,"Michigan Electric Transmission Company, LLC",Missaukee County,MI,26113,G566,G566,Network Upgrade,NRIS,Cadillac - Leroy 69 kV,3,3,Wind,WT Wind Turbine,In Service,6/1/11,0,0,0,0
G569,Done,11/11/05,,1/8/10,12/31/10,Ameren Illinois,Mercer County,IL,17131,,,SPA - SIS,NRIS,Galesburg Substation (Knox County),200,200,Wind,WT Wind Turbine,Withdrawn,11/1/07,0,0,0,0
G567,Withdrawn,11/14/05,3/5/07,3/5/07,,American Transmission Co. LLC,Delta County,MI,26041,G567,G567,SPA - SIS,NRIS,Escanaba Generating 138 kV substation,165,165,Coal,,Not Started,8/1/07,0,0,0,0
G568,Withdrawn,11/14/05,3/5/07,3/5/07,,American Transmission Co. LLC,Delta County,MI,26041,G568,G568,SPA - SIS,NRIS,Escanaba Generating Station Sub,135,135,Coal,,Not Started,12/31/09,0,0,0,0
G570,Withdrawn,11/17/05,2/15/06,2/15/06,,American Transmission Co. LLC,Kewaunee County,WI,55061,,,,NRIS,Unknown,125,125,Wind,WT Wind Turbine,Not Started,1/1/11,0,0,0,0
G571,Withdrawn,11/29/05,6/4/07,6/4/07,,Duke Energy Corporation,Clinton County,IN,18023,G571,G571,SPA - SIS,NRIS,Kokomo - Thorntown 230 kV,100,100,Wind,WT Wind Turbine,Withdrawn,1/1/11,0,0,0,0
G573,Done,12/9/05,,5/18/12,,ITC Midwest,Franklin County,IA,19069,,CS5,DPP - SIS,NRIS,Franklin 161 kV Substation,80,80,Wind,WT Wind Turbine,In Service,,0,0,0,0
G574,Done,12/9/05,,5/18/12,,ITC Midwest,Franklin County,IA,19069,,CS5,DPP - SIS,NRIS,Franklin 161 kV Substation,80,80,Wind,WT Wind Turbine,In Service,10/31/07,0,0,0,0
G575,Done,12/9/05,,5/18/12,,ITC Midwest,Franklin County,IA,19069,,CS5,DPP - SIS,NRIS,Franklin 161 kV Substation,40,40,Wind,WT Wind Turbine,In Service,10/1/06,0,0,0,0
G576,Withdrawn,12/12/05,4/20/10,4/20/10,,Great River Energy,Rock County,MN,27133,Pre-Transition SIS,CS5,Network Upgrade,ERIS,Split Rock - Magnolia 161 kV,40,40,Wind,WT Wind Turbine,Not Started,12/31/07,0,0,0,0
G577,Done,12/19/05,,12/11/06,,ITC Midwest,Clinton County,IA,19045,,,SPA - SIS,NRIS,ITC Midwest Liberty Avenue 69 kV Substation,50,50,Coal,Combined Cycle,In Service,9/30/07,0,0,0,0
G578,Withdrawn,12/20/05,9/30/08,9/30/08,12/31/10,Ameren Missouri,Adair County,MO,29001,,,Network Upgrade,NRIS,Adair  161kV Substation,300,300,Wind,WT Wind Turbine,Withdrawn,10/1/06,0,0,0,0
R25,Done,12/22/05,,3/6/09,9/1/14,MidAmerican Energy Company,Crawford County,IA,19047,,,,NRIS,Monona - Carroll 161 kV,50,50,Wind,WT Wind Turbine,Withdrawn,12/31/11,0,0,0,0
G579,Done,12/23/05,,6/21/07,3/27/10,FirstEnergy Solutions Corp.,Jefferson County,OH,39081,,,Feasibility,NRIS,WH Sammis Unit 6,50,50,Coal,Combined Cycle,In Service,10/1/06,0,0,0,0
G580,Done,12/23/05,,6/21/07,4/4/10,FirstEnergy Solutions Corp.,Jefferson County,OH,39081,,,Feasibility,NRIS,WH Sammis Plant Unit 7,20,50,Coal,Combined Cycle,In Service,9/30/06,0,0,0,0
G581,Withdrawn,12/27/05,7/1/08,7/1/08,,"Minnesota Power (Allete, Inc.)",Oliver County,ND,38065,,,Network Upgrade,NRIS,Center 345 kV bus at the Milton R. Young Plant,600,600,Coal,,Not Started,3/27/10,0,0,0,0
G582,Withdrawn,12/29/05,1/11/06,1/11/06,,Northern States Power (Xcel Energy),Eau Claire County,WI,55035,,,,ERIS,Unknown,0.52,0.52,,,Not Started,4/4/10,0,0,0,0
G583,Withdrawn,12/29/05,5/3/07,5/3/07,,American Transmission Co. LLC,Ontonagon County,MI,26131,G583,G583,SPA - SIS,NRIS,White Pine 69 kV Substation,16,16,Biomass,,Not Started,1/1/15,0,0,0,0
G584,Withdrawn,12/29/05,8/12/08,8/12/08,,Great River Energy,Pipestone County,MN,27117,,CS5,SPA - SIS,ERIS,Chanarambie - Buffalo Ridge 34.5 kV,3,3,Wind,WT Wind Turbine,Withdrawn,6/1/07,0,0,0,0
G585,Withdrawn,12/30/05,3/24/06,3/24/06,,ITC Midwest,Redwood County,MN,27127,,,,NRIS,Unknown,8,8,Wind,WT Wind Turbine,Not Started,6/1/08,0,0,0,0
G586,Done,12/30/05,,12/9/08,12/31/09,Northern States Power (Xcel Energy),Lincoln County,MN,27081,,CS5,DPP - SIS,NRIS,Xcel New Yankee Sub 34.5 kV,30,30,Wind,WT Wind Turbine,In Service,9/1/07,0,0,0,0
G587,Done,12/30/05,3/13/17,6/24/09,6/1/14,Northern States Power (Xcel Energy),Sibley County,MN,27143,,CS5,DPP - SIS,NRIS,69 kV to Winthrop Sub,20,20,Wind,WT Wind Turbine,Withdrawn,1/1/10,0,0,0,0
G588,Done,1/6/06,,4/4/07,,American Transmission Co. LLC,Wood County,WI,55141,G588,G588,Network Upgrade,ERIS,Hume - Arpin 115kV,59.7,59.7,Gas,CT Combustion Turbine (Simple Cycle),In Service,1/1/07,0,0,0,0
G589,Withdrawn,1/12/06,1/5/09,1/5/09,,ITC Midwest,Black Hawk County,IA,19013,,CS5,SPA - SIS,NRIS,Hazelton 345 kV Substation,750,750,Coal,,Not Started,12/31/06,0,0,0,0
G590,Done,1/23/06,,7/18/08,,Wisconsin Public Service Corporation,Calumet County,WI,55015,,,Network Upgrade,NRIS,Tecumseh Road 138 kV Subsation,98,98,Wind,WT Wind Turbine,Withdrawn,8/1/07,0,0,0,0
G591,Withdrawn,1/25/06,4/16/08,4/16/08,,"Minnesota Power (Allete, Inc.)",St. Louis County,MN,27137,,,SPA - SIS,NRIS,Minntac 230 kV Substation,700,700,Combined Cycle,,Not Started,5/1/07,0,0,0,0
G593,Withdrawn,2/7/06,9/26/12,9/26/12,,ITC Midwest,Jackson County,MN,27063,,GS5,DPP - SIS,NRIS,Lakefield Junction - Triboji 161 kV,100,100,Wind,WT Wind Turbine,Not Started,6/1/07,0,0,0,0
G594,Withdrawn,2/7/06,11/28/12,11/28/12,,ITC Transmission,Jackson County,MN,27063,G594,G594,Network Upgrade,NRIS,Lakefield Junction - Triboji 161 kV,50,50,Wind,WT Wind Turbine,Not Started,12/31/07,0,0,0,0
G595,Done,2/13/06,,4/25/08,,ITC Midwest,Hancock County,IA,19081,Pre-Transition SIS,CS5,DPP - SIS,ERIS,Lime Creek 161 kV Substation,150,150,Wind,WT Wind Turbine,In Service,10/1/07,0,0,0,0
G596,Withdrawn,2/14/06,4/5/06,4/5/06,,Northern States Power (Xcel Energy),Morrison County,MN,27097,,,,ERIS,Unknown,1,1,Wind,WT Wind Turbine,Not Started,12/1/09,0,0,0,0
G597,Withdrawn,2/14/06,1/20/10,1/20/10,,"Minnesota Power (Allete, Inc.)",Itasca County,MN,27061,,,Optional,NRIS,MP Blackberry 230/115 kV Sub,606,606,Coal,,Not Started,1/1/12,0,0,0,0
G598,Done,2/15/06,,4/1/11,12/31/14,Ameren Illinois,Adams County,IL,17001,,Quincy Area,Network Upgrade,NRIS,120 kV sub at E. Quincy-Clayton-Meredosia 115-138 kV line,144,144,Wind,WT Wind Turbine,Withdrawn,5/1/06,0,0,0,0
G599,Withdrawn,2/15/06,1/4/12,1/4/12,12/31/13,Ameren Illinois,Adams County,IL,17001,,,Network Upgrade,NRIS,S. Quincy - Meredosia 120 kV,144,144,Wind,WT Wind Turbine,Not Started,1/1/14,0,0,0,0
G600,Withdrawn,2/16/06,4/28/06,4/28/06,,Otter Tail Power Company,Marshall County,MN,27089,,,,ERIS,Viking Substation connecting to unnamed 115 kV OTP line,110,110,Wind,WT Wind Turbine,Not Started,12/1/10,0,0,0,0
G603,Withdrawn,2/18/06,10/31/06,10/31/06,,Northern States Power (Xcel Energy),Lincoln County,MN,27081,,,,ERIS,"#321 Xcel 34.5 kV line, 12-15 miles from Buffalo Ridge Sub",6.3,6.3,Wind,WT Wind Turbine,Not Started,12/1/09,0,0,0,0
G602,Done,2/23/06,,5/8/12,10/31/12,Northern States Power (Xcel Energy),Nobles County,MN,27105,Pre-Transition SIS,CS5,DPP - SIS,NRIS,Nobles County 115 kV Substation,32,32,Wind,WT Wind Turbine,In Service,10/1/07,0,0,0,0
G604,Done,2/27/06,,6/18/09,10/15/10,ITC Midwest,Steele County,MN,27147,,CS5,DPP - SIS,NRIS,Owatonna - County Line 69 kV,44,44,Wind,WT Wind Turbine,In Service,7/30/07,0,0,0,0
G605,Withdrawn,2/28/06,9/29/06,9/29/06,,Duke Energy Corporation,Montgomery County,IN,18107,,,Feasibility,NRIS,Crawfordsville - Lafayette SE Switching Station 138 kV,200,200,Wind,WT Wind Turbine,Not Started,12/31/08,0,0,0,0
G606,Done,2/28/06,,11/1/07,,Northern Indiana Public Service Company,Benton County,IN,18007,G606,G606,SPA - SIS,NRIS,Benton County Wind Farm POI,30,30,Wind,WT Wind Turbine,In Service,6/1/08,0,0,0,0
R26,Done,2/28/06,,6/16/15,,MidAmerican Energy Company,Atchison County,MO,29005,,,,ERIS,MEC Cooper - Booneville 345 kV,400,400,Wind,WT Wind Turbine,In Service,,0,0,0,0
G607,Withdrawn,3/1/06,1/15/10,1/15/10,,Otter Tail Power Company,Mercer County,ND,38057,Pre-Transition SIS,NORDAGS,Network Upgrade,NRIS,Coyote Station,25,25,Coal,,Not Started,11/1/07,0,0,0,0
G608,Withdrawn,3/2/06,8/18/11,8/18/11,,Northern States Power (Xcel Energy),Pope County,MN,27121,Pre-Transition SIS,CS5,DPP - SIS,ERIS,GRE Lake Johanna - Brooten 69 kV,6,6,Wind,WT Wind Turbine,Not Started,11/1/06,0,0,0,0
G609,Done,3/3/06,,1/25/07,,Northern States Power (Xcel Energy),Price County,WI,55099,G609,G609,Network Upgrade,ERIS,Flambolt Hydro Park Falls plant,6,6,Hydro,OT Other,In Service,10/25/08,0,0,0,0
G611,Done,3/15/06,,9/11/08,10/5/11,Wisconsin Electric Power Company,Calumet County,WI,55015,,,Network Upgrade,NRIS,Forest Junction - Elkhart Lake 138kV,99,99,Wind,WT Wind Turbine,Withdrawn,10/1/06,0,0,0,0
G507b,Done,3/16/06,,5/30/07,,Wisconsin Public Service Corporation,Fond du Lac County,WI,55039,,,SPA - SIS,NRIS,Ohmstead - Kettle Moraine 138kV,98,98,Wind,WT Wind Turbine,In Service,8/1/08,0,0,0,0
G612,Done,3/20/06,,7/9/08,,ITC Midwest,Story County,IA,19169,,CS5,DPP - SIS,ERIS,ITC Midwest Fernald 115 kV Substation,150,150,Wind,WT Wind Turbine,In Service,5/15/07,0,0,0,0
G613,Withdrawn,3/24/06,3/24/08,3/24/08,,Great River Energy,Redwood County,MN,27127,,CS5,SPA - SIS,NRIS,Redwood Electric Substation 6 69 kV,17,17,Wind,WT Wind Turbine,Not Started,8/1/08,0,0,0,0
